anime_id,name,genre,type,episodes,rating,members,image_url
4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,1,8.68,111074,https://cdn.myanimelist.net/images/anime/8/9246.jpg
10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.67,102322,https://cdn.myanimelist.net/images/anime/8/82394.jpg
22135,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,97187,https://cdn.myanimelist.net/images/anime/10/58041.jpg
21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.66,49036,https://cdn.myanimelist.net/images/anime/10/59315.jpg
31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,8.65,402381,https://cdn.myanimelist.net/images/anime/10/77957.jpg
7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,122531,https://cdn.myanimelist.net/images/anime/10/50457.jpg
3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,8.64,56162,https://cdn.myanimelist.net/images/anime/6/77623.jpg
30709,Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,4,8.64,33422,https://cdn.myanimelist.net/images/anime/3/81250.jpg
6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26,8.64,139474,https://cdn.myanimelist.net/images/anime/9/72697.jpg
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64,355839,https://cdn.myanimelist.net/images/anime/11/79410.jpg
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1,8.64,82253,https://cdn.myanimelist.net/images/anime/12/19698.jpg
5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64,114173,https://cdn.myanimelist.net/images/anime/4/79738.jpg
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11,8.62,463835,https://cdn.myanimelist.net/images/anime/5/79697.jpg
24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,184525,https://cdn.myanimelist.net/images/anime/4/68299.jpg
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,8.61,192424,https://cdn.myanimelist.net/images/anime/3/50317.jpg
10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",Movie,1,8.61,197439,https://cdn.myanimelist.net/images/anime/8/38229.jpg
28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61,348951,https://cdn.myanimelist.net/images/anime/3/72943.jpg
32995,Yuri!!! on Ice,"Comedy, Sports",TV,12,8.61,103178,https://cdn.myanimelist.net/images/anime/6/81149.jpg
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,2,8.6,11104,https://cdn.myanimelist.net/images/anime/11/57615.jpg
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,93657,https://cdn.myanimelist.net/images/anime/11/75045.jpg
7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,8.59,51185,https://cdn.myanimelist.net/images/anime/4/28803.jpg
777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,10,8.59,297454,https://cdn.myanimelist.net/images/anime/6/7333.jpg
22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,425457,https://cdn.myanimelist.net/images/anime/3/73178.jpg
28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13,8.59,71295,https://cdn.myanimelist.net/images/anime/2/77907.jpg
12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,8.59,72958,https://cdn.myanimelist.net/images/anime/7/37573.jpg
28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,80825,https://cdn.myanimelist.net/images/anime/11/73540.jpg
578,Hotaru no Haka,"Drama, Historical",Movie,1,8.58,174878,https://cdn.myanimelist.net/images/anime/7/75808.jpg
16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,8.58,243325,https://cdn.myanimelist.net/images/anime/9/56155.jpg
5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,28653,https://cdn.myanimelist.net/images/anime/9/75218.jpg
21,One Piece,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",TV,784,8.58,504862,https://cdn.myanimelist.net/images/anime/6/73245.jpg
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57,113993,https://cdn.myanimelist.net/images/anime/11/51465.jpg
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57,74074,https://cdn.myanimelist.net/images/anime/3/79156.jpg
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.57,95658,https://cdn.myanimelist.net/images/anime/9/56619.jpg
17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39,8.57,31234,https://cdn.myanimelist.net/images/anime/13/53589.jpg
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,8.56,82570,https://cdn.myanimelist.net/images/anime/4/19655.jpg
10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56,194855,https://cdn.myanimelist.net/images/anime/2/29665.jpg
18617,Girls und Panzer der Film,"Military, School",Movie,1,8.55,25641,https://cdn.myanimelist.net/images/anime/1776/91467.jpg
32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55,193716,https://cdn.myanimelist.net/images/anime/8/80356.jpg
877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,197256,https://cdn.myanimelist.net/images/anime/2/11232.jpg
2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,8.54,363215,https://cdn.myanimelist.net/images/anime/3/14547.jpg
24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.54,34011,https://cdn.myanimelist.net/images/anime/8/63539.jpg
16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,8.54,896229,https://cdn.myanimelist.net/images/anime/10/47347.jpg
10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53,151561,https://cdn.myanimelist.net/images/anime/3/34923.jpg
5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50,8.53,53108,https://cdn.myanimelist.net/images/anime/6/22103.jpg
30346,Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life",Movie,1,8.53,28864,https://cdn.myanimelist.net/images/anime/3/78606.jpg
3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1,8.53,182224,https://cdn.myanimelist.net/images/anime/5/74983.jpg
13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25,8.53,288376,https://cdn.myanimelist.net/images/anime/12/36775.jpg
12029,Uchuu Senkan Yamato 2199,"Action, Drama, Military, Sci-Fi, Space",OVA,26,8.53,44223,https://cdn.myanimelist.net/images/anime/2/36607.jpg
14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52,86074,https://cdn.myanimelist.net/images/anime/6/47435.jpg
10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51,453630,https://cdn.myanimelist.net/images/anime/2/73249.jpg
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,190197,https://cdn.myanimelist.net/images/anime/3/40409.jpg
9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51,462974,https://cdn.myanimelist.net/images/anime/11/55225.jpg
10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,254436,https://cdn.myanimelist.net/images/anime/3/75617.jpg
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,509109,https://cdn.myanimelist.net/images/anime/5/43399.jpg
22789,Barakamon,"Comedy, Slice of Life",TV,12,8.5,225927,https://cdn.myanimelist.net/images/anime/5/59321.jpg
30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51,8.5,38531,https://cdn.myanimelist.net/images/anime/9/74398.jpg
18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5,245026,https://cdn.myanimelist.net/images/anime/13/55039.jpg
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.5,135735,https://cdn.myanimelist.net/images/anime/5/54231.jpg
11917,Major: World Series,"Comedy, Drama, Sports",OVA,2,8.5,13405,https://cdn.myanimelist.net/images/anime/5/75220.jpg
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,8.5,390076,https://cdn.myanimelist.net/images/anime/11/29134.jpg
32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5,185015,https://cdn.myanimelist.net/images/anime/8/79353.jpg
6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49,207241,https://cdn.myanimelist.net/images/anime/2/50023.jpg
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.49,85361,https://cdn.myanimelist.net/images/anime/6/42265.jpg
7655,Major S6,"Comedy, Drama, Sports",TV,25,8.49,24788,https://cdn.myanimelist.net/images/anime/2/75216.jpg
2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49,88850,https://cdn.myanimelist.net/images/anime/3/20713.jpg
25835,Shirobako,"Comedy, Drama",TV,24,8.49,146895,https://cdn.myanimelist.net/images/anime/1835/91537.jpg
2921,Ashita no Joe 2,"Drama, Sports",TV,47,8.48,6259,https://cdn.myanimelist.net/images/anime/3/45028.jpg
136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,166255,https://cdn.myanimelist.net/images/anime/8/19473.jpg
30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13,8.48,299434,https://cdn.myanimelist.net/images/anime/4/75627.jpg
12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48,146592,https://cdn.myanimelist.net/images/anime/12/79781.jpg
523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1,8.48,271484,https://cdn.myanimelist.net/images/anime/4/75923.jpg
467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,194491,https://cdn.myanimelist.net/images/anime/11/50857.jpg
572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1,8.47,143273,https://cdn.myanimelist.net/images/anime/10/75914.jpg
19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,8.47,602291,https://cdn.myanimelist.net/images/anime/5/65187.jpg
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,15074,https://cdn.myanimelist.net/images/anime/4/17979.jpg
392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47,195017,https://cdn.myanimelist.net/images/anime/8/25152.jpg
486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,8.46,102822,https://cdn.myanimelist.net/images/anime/7/14415.jpg
11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",TV,25,8.46,338315,https://cdn.myanimelist.net/images/anime/11/50453.jpg
1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46,157025,https://cdn.myanimelist.net/images/anime/9/11986.jpg
5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,8.46,210491,https://cdn.myanimelist.net/images/anime/6/59399.jpg
25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,8.45,92543,https://cdn.myanimelist.net/images/anime/8/69497.jpg
10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",Special,1,8.46,159548,https://cdn.myanimelist.net/images/anime/7/36531.jpg
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,205987,https://cdn.myanimelist.net/images/anime/11/72863.jpg
5420,Kemono no Souja Erin,"Drama, Fantasy",TV,50,8.45,36751,https://cdn.myanimelist.net/images/anime/9/19845.jpg
9260,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",Movie,1,8.45,99579,https://cdn.myanimelist.net/images/anime/12/76485.jpg
32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",Movie,1,8.45,215630,https://cdn.myanimelist.net/images/anime/12/39305.jpg
4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,8.45,633817,https://cdn.myanimelist.net/images/anime/13/22128.jpg
2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",Movie,1,8.44,289206,https://cdn.myanimelist.net/images/anime/1/2432.jpg
2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",OVA,3,8.44,57963,https://cdn.myanimelist.net/images/anime/4/49129.jpg
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12,8.43,107855,https://cdn.myanimelist.net/images/anime/8/76479.jpg
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94,8.43,218928,https://cdn.myanimelist.net/images/anime/7/6803.jpg
2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",Movie,1,8.43,125503,https://cdn.myanimelist.net/images/anime/9/87066.jpg
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,8.42,28462,https://cdn.myanimelist.net/images/anime/10/51209.jpg
22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42,267484,https://cdn.myanimelist.net/images/anime/12/67333.jpg
627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26,8.42,41061,https://cdn.myanimelist.net/images/anime/13/73973.jpg
10937,Mobile Suit Gundam: The Origin,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,8.42,15420,https://cdn.myanimelist.net/images/anime/4/72702.jpg
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42,331627,https://cdn.myanimelist.net/images/anime/8/65409.jpg
4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42,210736,https://cdn.myanimelist.net/images/anime/7/28859.jpg
4155,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.42,85020,https://cdn.myanimelist.net/images/anime/12/75894.jpg
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41,218101,https://cdn.myanimelist.net/images/anime/12/14114.jpg
137,Hunter x Hunter OVA,"Action, Adventure, Shounen, Super Power",OVA,8,8.41,53168,https://cdn.myanimelist.net/images/anime/1/137.jpg
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14,8.41,55787,https://cdn.myanimelist.net/images/anime/1/139.jpg
23317,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2,8.41,67261,https://cdn.myanimelist.net/images/anime/12/74392.jpg
558,Major S2,"Comedy, Drama, Shounen, Sports",TV,26,8.41,30689,https://cdn.myanimelist.net/images/anime/6/73972.jpg
5040,One Outs,"Psychological, Seinen, Sports",TV,25,8.41,83056,https://cdn.myanimelist.net/images/anime/13/22669.jpg
57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4,148328,https://cdn.myanimelist.net/images/anime/11/11636.jpg
33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,8.4,226430,https://cdn.myanimelist.net/images/anime/12/18520.jpg
5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,8.4,137636,https://cdn.myanimelist.net/images/anime/6/14331.jpg
1842,Major S3,"Drama, Shounen, Sports",TV,26,8.4,29528,https://cdn.myanimelist.net/images/anime/9/73971.jpg
6336,Mobile Suit Gundam Unicorn,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,7,8.4,42076,https://cdn.myanimelist.net/images/anime/12/50459.jpg
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",OVA,1,8.4,28302,https://cdn.myanimelist.net/images/anime/11/79742.jpg
1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,8.4,291228,https://cdn.myanimelist.net/images/anime/3/52675.jpg
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4,32188,https://cdn.myanimelist.net/images/anime/9/57043.jpg
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,380375,https://cdn.myanimelist.net/images/anime/4/43643.jpg
6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,8.39,717796,https://cdn.myanimelist.net/images/anime/10/22061.jpg
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39,482268,https://cdn.myanimelist.net/images/anime/11/75274.jpg
32867,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",TV,12,8.39,83641,https://cdn.myanimelist.net/images/anime/5/88585.jpg
264,Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",Special,1,8.39,47840,https://cdn.myanimelist.net/images/anime/9/2361.jpg
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.39,76051,https://cdn.myanimelist.net/images/anime/6/44297.jpg
853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39,422271,https://cdn.myanimelist.net/images/anime/2/71992.jpg
5460,Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen",Movie,1,8.38,21798,https://cdn.myanimelist.net/images/anime/2/22558.jpg
6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38,556431,https://cdn.myanimelist.net/images/anime/10/71772.jpg
5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,8.38,67697,https://cdn.myanimelist.net/images/anime/4/20712.jpg
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,8.38,105044,https://cdn.myanimelist.net/images/anime/8/50463.jpg
34240,Shelter,"Music, Sci-Fi",Music,1,8.38,71136,https://cdn.myanimelist.net/images/anime/5/82388.jpg
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,8.38,151061,https://cdn.myanimelist.net/images/anime/5/37799.jpg
6945,Gintama: Shiroyasha Koutan,"Action, Comedy, Historical, Parody, Sci-Fi",Special,1,8.37,27213,https://cdn.myanimelist.net/images/anime/6/16161.jpg
1142,Hachimitsu to Clover II,"Drama, Josei, Romance",TV,12,8.37,61493,https://cdn.myanimelist.net/images/anime/6/11040.jpg
